Investor_ID,Longevity,Female,Age,Income,ProfManage,Diversification,Affordability,Liquidity,Growth,Trustworthiness,Technology,Integrity,BrandValue,AUM,Persona_Cluster,Recommended_Fund_Type,Recommended_Distributor_To_Contact
627,8,1,2,1,1,2,6,5,4,4,2,4,2,147963,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
628,1,1,1,2,2,1,4,4,5,2,7,2,1,247945,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
629,9,1,2,2,4,3,5,6,5,3,5,3,4,2185453,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
630,10,1,2,2,3,4,5,6,6,3,6,3,4,2358480,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
631,12,1,2,2,4,4,4,5,5,2,6,2,4,2629436,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
632,18,1,3,2,7,7,3,7,7,5,2,7,6,4522623,3.0,Index & Passive Smart-Beta,Zerodha Fund House / Coin
633,4,1,1,3,2,3,2,4,5,4,6,3,3,1574804,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
634,12,1,2,3,4,4,2,3,6,4,3,4,3,4249333,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
635,13,1,2,3,3,4,3,3,5,5,2,3,4,4373853,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
636,14,1,2,3,3,4,1,3,7,4,2,4,4,4182988,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
637,16,1,2,3,4,4,2,3,5,5,1,3,3,4882891,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
638,23,1,3,3,6,4,1,0,7,7,1,7,6,7676660,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
639,7,1,1,4,4,5,1,1,7,4,3,3,7,3999890,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
640,25,1,3,4,5,4,1,0,7,6,3,5,5,12839895,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
641,2,0,1,2,2,1,4,4,5,2,7,2,1,273428,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
642,4,0,1,3,2,3,2,4,5,4,6,3,3,1295662,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
643,5,0,1,4,5,5,1,1,3,3,6,6,7,3380995,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
644,10,0,2,2,4,4,4,5,5,2,6,2,4,2668842,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
645,12,0,2,3,4,4,2,3,6,4,3,4,3,4882271,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
646,12,0,2,3,3,4,1,3,7,4,2,4,4,4184472,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
647,16,0,2,4,3,7,0,1,7,4,5,7,4,6569724,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
648,19,0,3,2,6,6,3,6,6,6,2,6,7,4667241,3.0,Index & Passive Smart-Beta,Zerodha Fund House / Coin
649,22,0,3,3,7,5,0,0,5,7,2,6,7,7147386,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
650,25,0,3,4,3,6,1,0,7,6,3,5,4,18769553,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
651,1,1,1,2,2,1,4,4,5,2,7,2,1,253054,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
652,4,1,1,3,2,3,2,4,5,4,6,3,3,1592882,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
653,7,1,1,4,5,4,1,1,3,4,6,7,6,4041200,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
654,10,1,2,2,3,4,5,6,6,3,6,3,4,2314445,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
655,16,1,2,3,4,4,2,3,5,5,1,3,3,4836877,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
656,13,1,2,3,3,4,3,3,5,5,2,3,4,4347140,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
657,18,1,3,2,7,7,3,7,7,5,2,7,6,4524951,3.0,Index & Passive Smart-Beta,Zerodha Fund House / Coin
658,23,1,3,3,6,4,1,0,7,7,1,7,6,7448486,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
659,12,1,2,2,4,4,4,5,5,2,6,2,4,2651248,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
660,25,1,3,4,4,7,1,0,7,6,4,3,4,12910328,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
661,1,0,1,1,1,2,6,4,3,3,5,2,2,98125,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
662,2,0,1,1,2,1,6,3,4,2,6,2,1,100019,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
663,8,0,2,1,0,1,7,5,3,3,3,4,3,180179,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
664,8,0,2,1,1,2,6,5,4,4,2,4,2,160039,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
665,18,0,3,1,2,0,7,7,3,6,0,6,6,459881,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
666,2,0,1,2,2,1,4,4,5,2,7,2,1,273636,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
667,9,0,2,2,4,3,5,6,5,3,5,3,4,2291745,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
668,9,0,2,2,3,4,5,6,6,3,6,3,4,2413262,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
669,10,0,2,2,4,4,4,5,5,2,6,2,4,2655678,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
670,11,0,2,2,4,3,6,5,4,2,5,1,4,2826908,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
671,19,0,3,2,6,6,3,6,6,6,2,6,7,4720691,3.0,Index & Passive Smart-Beta,Zerodha Fund House / Coin
672,19,0,3,2,7,7,3,7,7,5,2,7,6,4493822,3.0,Index & Passive Smart-Beta,Zerodha Fund House / Coin
673,4,0,1,3,2,3,2,4,5,4,6,3,3,1344144,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
674,4,0,1,3,2,4,1,3,5,4,7,3,3,1617304,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
675,12,0,2,3,4,4,2,3,6,4,3,4,3,4832220,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
676,13,0,2,3,3,4,3,3,5,5,2,3,4,4448424,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
677,12,0,2,3,3,4,1,3,7,4,2,4,4,4196390,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
678,23,0,3,3,6,5,1,2,6,6,1,7,6,7982821,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
679,22,0,3,3,7,5,0,0,5,7,2,6,7,7177185,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
680,24,0,3,3,6,4,1,0,7,7,1,7,6,7351871,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
681,5,0,1,4,4,4,1,1,5,3,6,7,4,3331233,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
682,16,0,2,4,3,6,0,1,5,4,4,3,7,6569846,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
683,24,0,3,4,5,6,2,1,7,6,3,2,2,17200367,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
684,25,0,3,4,5,4,1,0,3,6,5,3,6,18651118,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
685,1,1,1,1,1,2,6,4,3,3,5,2,2,99832,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
686,1,1,1,1,2,1,6,3,4,2,6,2,1,99124,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
687,8,1,2,1,1,2,6,5,4,4,2,4,2,136844,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
688,1,1,1,2,2,1,4,4,5,2,7,2,1,248893,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
689,9,1,2,2,4,3,5,6,5,3,5,3,4,2164132,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
690,10,1,2,2,3,4,5,6,6,3,6,3,4,2374213,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
691,12,1,2,2,4,4,4,5,5,2,6,2,4,2664456,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
692,18,1,3,2,7,7,3,7,7,5,2,7,6,4486385,3.0,Index & Passive Smart-Beta,Zerodha Fund House / Coin
693,4,1,1,3,2,3,2,4,5,4,6,3,3,1540212,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
694,12,1,2,3,4,4,2,3,6,4,3,4,3,4255852,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
695,13,1,2,3,3,4,3,3,5,5,2,3,4,4370187,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
696,14,1,2,3,3,4,1,3,7,4,2,4,4,4141778,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
697,16,1,2,3,4,4,2,3,5,5,1,3,3,4878035,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
698,23,1,3,3,6,4,1,0,7,7,1,7,6,7528090,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
699,7,1,1,4,3,4,1,1,5,4,4,7,6,4064723,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
700,25,1,3,4,5,4,1,0,6,6,5,7,7,12669536,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
701,1,0,1,1,1,2,6,4,3,3,5,2,2,98004,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
702,2,0,1,1,2,1,6,3,4,2,6,2,1,99499,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
703,8,0,2,1,0,1,7,5,3,3,3,4,3,180115,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
704,8,0,2,1,1,2,6,5,4,4,2,4,2,160045,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
705,18,0,3,1,2,0,7,7,3,6,0,6,6,459783,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
706,2,0,1,2,2,1,4,4,5,2,7,2,1,273356,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
707,9,0,2,2,4,3,5,6,5,3,5,3,4,2343466,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
708,9,0,2,2,3,4,5,6,6,3,6,3,4,2423881,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
709,10,0,2,2,4,4,4,5,5,2,6,2,4,2693282,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
710,11,0,2,2,4,3,6,5,4,2,5,1,4,2888936,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
711,19,0,3,2,6,6,3,6,6,6,2,6,7,4705901,3.0,Index & Passive Smart-Beta,Zerodha Fund House / Coin
712,19,0,3,2,7,7,3,7,7,5,2,7,6,4472756,3.0,Index & Passive Smart-Beta,Zerodha Fund House / Coin
713,4,0,1,3,2,3,2,4,5,4,6,3,3,1311564,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
714,4,0,1,3,2,4,1,3,5,4,7,3,3,1633790,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
715,12,0,2,3,4,4,2,3,6,4,3,4,3,4856381,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
716,13,0,2,3,3,4,3,3,5,5,2,3,4,4457267,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
717,12,0,2,3,3,4,1,3,7,4,2,4,4,4172894,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
718,23,0,3,3,6,5,1,2,6,6,1,7,6,7948767,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
719,22,0,3,3,7,5,0,0,5,7,2,6,7,7174260,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
720,24,0,3,3,6,4,1,0,7,7,1,7,6,7395219,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
721,5,0,1,4,4,4,1,1,6,3,3,4,4,3402149,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
722,16,0,2,4,3,4,0,1,7,4,6,5,7,6568886,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
723,24,0,3,4,4,5,2,1,5,6,5,2,2,17293478,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
724,25,0,3,4,3,4,1,0,7,6,4,2,5,18912282,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
725,1,1,1,1,1,2,6,4,3,3,5,2,2,100080,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
726,1,1,1,1,2,1,6,3,4,2,6,2,1,99519,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
727,8,1,2,1,1,2,6,5,4,4,2,4,2,133568,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
728,1,1,1,2,2,1,4,4,5,2,7,2,1,255943,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
729,9,1,2,2,4,3,5,6,5,3,5,3,4,2157167,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
730,10,1,2,2,3,4,5,6,6,3,6,3,4,2355969,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
731,12,1,2,2,4,4,4,5,5,2,6,2,4,2649504,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
732,18,1,3,2,7,7,3,7,7,5,2,7,6,4443847,3.0,Index & Passive Smart-Beta,Zerodha Fund House / Coin
733,4,1,1,3,2,3,2,4,5,4,6,3,3,1576340,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
734,12,1,2,3,4,4,2,3,6,4,3,4,3,4298464,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
735,13,1,2,3,3,4,3,3,5,5,2,3,4,4346064,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
736,14,1,2,3,3,4,1,3,7,4,2,4,4,4153765,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
737,16,1,2,3,4,4,2,3,5,5,1,3,3,4874971,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
738,23,1,3,3,6,4,1,0,7,7,1,7,6,7527227,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
739,7,1,1,4,3,5,1,1,6,4,3,4,4,4064073,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
740,25,1,3,4,4,5,1,0,3,6,6,2,6,13023154,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
741,2,0,1,2,2,1,4,4,5,2,7,2,1,273916,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
742,4,0,1,3,2,3,2,4,5,4,6,3,3,1341458,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
743,5,0,1,4,5,5,1,1,3,3,5,3,4,3348778,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
744,10,0,2,2,4,4,4,5,5,2,6,2,4,2713830,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
745,12,0,2,3,4,4,2,3,6,4,3,4,3,4926010,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
746,12,0,2,3,3,4,1,3,7,4,2,4,4,4184711,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
747,16,0,2,4,3,7,0,1,7,4,5,4,4,6567499,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
748,19,0,3,2,6,6,3,6,6,6,2,6,7,4721512,3.0,Index & Passive Smart-Beta,Zerodha Fund House / Coin
749,22,0,3,3,7,5,0,0,5,7,2,6,7,7194269,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
750,25,0,3,4,4,6,1,0,6,6,5,5,4,19024957,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
751,1,1,1,2,2,1,4,4,5,2,7,2,1,260456,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
752,4,1,1,3,2,3,2,4,5,4,6,3,3,1564098,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
753,7,1,1,4,5,6,1,1,4,4,3,3,4,4011806,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
754,10,1,2,2,3,4,5,6,6,3,6,3,4,2331910,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
755,16,1,2,3,4,4,2,3,5,5,1,3,3,4859666,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
756,13,1,2,3,3,4,3,3,5,5,2,3,4,4399728,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
757,18,1,3,2,7,7,3,7,7,5,2,7,6,4444939,3.0,Index & Passive Smart-Beta,Zerodha Fund House / Coin
758,23,1,3,3,6,4,1,0,7,7,1,7,6,7673103,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
759,12,1,2,2,4,4,4,5,5,2,6,2,4,2620156,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
760,25,1,3,4,5,4,1,0,6,6,3,4,4,13005874,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
761,1,0,1,1,1,2,6,4,3,3,5,2,2,98063,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
762,2,0,1,1,2,1,6,3,4,2,6,2,1,99498,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
763,8,0,2,1,0,1,7,5,3,3,3,4,3,180111,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
764,8,0,2,1,1,2,6,5,4,4,2,4,2,159959,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
765,18,0,3,1,2,0,7,7,3,6,0,6,6,459729,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
766,2,0,1,2,2,1,4,4,5,2,7,2,1,273385,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
767,9,0,2,2,4,3,5,6,5,3,5,3,4,2264937,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
768,9,0,2,2,3,4,5,6,6,3,6,3,4,2380489,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
769,10,0,2,2,4,4,4,5,5,2,6,2,4,2709043,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
770,11,0,2,2,4,3,6,5,4,2,5,1,4,2823550,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
771,19,0,3,2,6,6,3,6,6,6,2,6,7,4683279,3.0,Index & Passive Smart-Beta,Zerodha Fund House / Coin
772,19,0,3,2,7,7,3,7,7,5,2,7,6,4486164,3.0,Index & Passive Smart-Beta,Zerodha Fund House / Coin
773,4,0,1,3,2,3,2,4,5,4,6,3,3,1308725,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
774,4,0,1,3,2,4,1,3,5,4,7,3,3,1700251,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
775,12,0,2,3,4,4,2,3,6,4,3,4,3,4881004,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
776,13,0,2,3,3,4,3,3,5,5,2,3,4,4379648,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
777,12,0,2,3,3,4,1,3,7,4,2,4,4,4198241,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
778,23,0,3,3,6,5,1,2,6,6,1,7,6,7984425,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
779,22,0,3,3,7,5,0,0,5,7,2,6,7,7224877,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
780,24,0,3,3,6,4,1,0,7,7,1,7,6,7379416,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
781,5,0,1,4,5,4,1,1,5,3,6,2,5,3370080,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
782,16,0,2,4,5,5,0,1,3,4,5,5,5,6567607,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
783,24,0,3,4,3,5,2,1,4,6,5,2,2,17222466,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
784,25,0,3,4,3,4,1,0,5,6,5,6,6,18962569,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
785,1,1,1,1,1,2,6,4,3,3,5,2,2,99409,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
786,1,1,1,1,2,1,6,3,4,2,6,2,1,99245,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
787,8,1,2,1,1,2,6,5,4,4,2,4,2,148395,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
788,1,1,1,2,2,1,4,4,5,2,7,2,1,262523,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
789,9,1,2,2,4,3,5,6,5,3,5,3,4,2125330,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
790,10,1,2,2,3,4,5,6,6,3,6,3,4,2376591,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
791,12,1,2,2,4,4,4,5,5,2,6,2,4,2627669,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
792,18,1,3,2,7,7,3,7,7,5,2,7,6,4453871,3.0,Index & Passive Smart-Beta,Zerodha Fund House / Coin
793,4,1,1,3,2,3,2,4,5,4,6,3,3,1577242,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
794,12,1,2,3,4,4,2,3,6,4,3,4,3,4275035,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
795,13,1,2,3,3,4,3,3,5,5,2,3,4,4353531,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
796,14,1,2,3,3,4,1,3,7,4,2,4,4,4168329,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
797,16,1,2,3,4,4,2,3,5,5,1,3,3,4890315,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
798,23,1,3,3,6,4,1,0,7,7,1,7,6,7471358,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
799,7,1,1,4,4,6,1,1,5,4,3,3,4,4067793,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
800,25,1,3,4,3,7,1,0,4,6,5,2,7,13239388,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
801,1,0,1,1,1,2,6,4,3,3,5,2,2,98072,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
802,2,0,1,1,2,1,6,3,4,2,6,2,1,99935,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
803,8,0,2,1,0,1,7,5,3,3,3,4,3,180373,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
804,8,0,2,1,1,2,6,5,4,4,2,4,2,159909,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
805,18,0,3,1,2,0,7,7,3,6,0,6,6,459695,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
806,2,0,1,2,2,1,4,4,5,2,7,2,1,273630,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
807,9,0,2,2,4,3,5,6,5,3,5,3,4,2257597,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
808,9,0,2,2,3,4,5,6,6,3,6,3,4,2432871,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
809,10,0,2,2,4,4,4,5,5,2,6,2,4,2710202,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
810,11,0,2,2,4,3,6,5,4,2,5,1,4,2857591,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
811,19,0,3,2,6,6,3,6,6,6,2,6,7,4720532,3.0,Index & Passive Smart-Beta,Zerodha Fund House / Coin
812,19,0,3,2,7,7,3,7,7,5,2,7,6,4445920,3.0,Index & Passive Smart-Beta,Zerodha Fund House / Coin
813,4,0,1,3,2,3,2,4,5,4,6,3,3,1331312,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
814,4,0,1,3,2,4,1,3,5,4,7,3,3,1690957,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
815,12,0,2,3,4,4,2,3,6,4,3,4,3,4865988,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
816,13,0,2,3,3,4,3,3,5,5,2,3,4,4395135,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
817,12,0,2,3,3,4,1,3,7,4,2,4,4,4242383,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
818,23,0,3,3,6,5,1,2,6,6,1,7,6,7911498,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
819,22,0,3,3,7,5,0,0,5,7,2,6,7,7193186,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
820,24,0,3,3,6,4,1,0,7,7,1,7,6,7396508,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
821,5,0,1,4,4,7,1,1,3,3,4,6,7,3390464,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
822,16,0,2,4,5,5,0,1,7,4,3,3,4,6569023,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
823,24,0,3,4,4,7,2,1,3,6,5,2,2,16694524,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
824,25,0,3,4,4,7,1,0,4,6,6,3,7,19009191,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
825,1,1,1,1,1,2,6,4,3,3,5,2,2,99567,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
826,1,1,1,1,2,1,6,3,4,2,6,2,1,99207,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
827,8,1,2,1,1,2,6,5,4,4,2,4,2,138232,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
828,1,1,1,2,2,1,4,4,5,2,7,2,1,259425,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
829,9,1,2,2,4,3,5,6,5,3,5,3,4,2172354,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
830,10,1,2,2,3,4,5,6,6,3,6,3,4,2366575,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
831,12,1,2,2,4,4,4,5,5,2,6,2,4,2629831,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
832,18,1,3,2,7,7,3,7,7,5,2,7,6,4474235,3.0,Index & Passive Smart-Beta,Zerodha Fund House / Coin
833,4,1,1,3,2,3,2,4,5,4,6,3,3,1564401,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
834,12,1,2,3,4,4,2,3,6,4,3,4,3,4275697,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
835,13,1,2,3,3,4,3,3,5,5,2,3,4,4329524,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
836,14,1,2,3,3,4,1,3,7,4,2,4,4,4177917,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
